Start_time,End_time,Mean_temperature,Slope,Flux_umol
2000-01-01T01:04:24Z,2000-01-01T01:08:24Z,16.928461538461537,0.22515736868350797,0.875416749630741
2000-01-01T01:10:04Z,2000-01-01T01:13:04Z,17.468,0.3364623262569644,1.3106060148270275
2000-01-01T01:14:44Z,2000-01-01T01:20:24Z,17.846666666666668,0.33936182973465456,1.3236227126104074
2000-01-01T01:22:24Z,2000-01-01T01:26:24Z,18.577692307692306,0.13219560564317023,0.51690160330557
2000-01-01T01:28:24Z,2000-01-01T01:32:24Z,18.47,0.16928529817747898,0.6616826578021505
2000-01-01T01:34:24Z,2000-01-01T01:38:24Z,18.177692307692308,0.21354273937656443,0.8338343502503724
2000-01-01T01:42:24Z,2000-01-01T01:45:24Z,16.491,0.1879020521624217,0.7294655142779979
2000-01-01T01:47:04Z,2000-01-01T01:50:04Z,17.029,0.19138698447728902,0.7443746647366408
2000-01-01T01:51:44Z,2000-01-01T01:54:44Z,16.339,0.20535453747330065,0.796800454712028
2000-01-01T01:56:24Z,2000-01-01T02:02:04Z,16.26222222222222,0.18991243864224136,0.7366878077329213
2000-01-01T02:04:04Z,2000-01-01T02:08:24Z,15.810714285714285,0.09262091785172376,0.3587245392278187
2000-01-01T02:10:04Z,2000-01-01T02:13:24Z,16.14181818181818,0.1085627833277494,0.42094981601350234
2000-01-01T02:15:04Z,2000-01-01T02:22:24Z,16.105217391304347,0.09175215516804443,0.35572196216064006
2000-01-01T02:25:24Z,2000-01-01T02:28:04Z,14.832222222222223,0.4791694497985652,1.8495582075907133
2000-01-01T02:34:04Z,2000-01-01T02:37:04Z,16.393,0.11633429572811675,0.4514753451886685
2000-01-01T02:39:04Z,2000-01-01T02:42:24Z,16.985454545454544,0.11099039461134921,0.43161785500071576
2000-01-01T02:44:24Z,2000-01-01T02:48:44Z,16.739285714285714,0.15761654313778467,0.6124168992370124
2000-01-01T02:50:44Z,2000-01-01T02:53:24Z,17.330000000000002,0.13339594745334143,0.5193642783172037
2000-01-01T02:55:24Z,2000-01-01T02:59:04Z,17.150833333333335,0.1198758221547286,0.46643709843973025
2000-01-01T03:01:44Z,2000-01-01T03:06:04Z,15.26,0.1380952337045062,0.5338290550483544
2000-01-01T03:07:44Z,2000-01-01T03:10:44Z,17.042,0.17537189490888874,0.6821166242012915
2000-01-01T03:12:24Z,2000-01-01T03:16:04Z,17.266666666666666,0.18056656011989133,0.7028652381667767
2000-01-01T03:18:04Z,2000-01-01T03:22:44Z,17.226666666666667,0.11311540888969125,0.44024728775173144
2000-01-01T03:24:44Z,2000-01-01T03:28:44Z,16.231538461538463,0.1268737447011066,0.4921027401891362
2000-01-01T03:30:44Z,2000-01-01T03:34:24Z,15.780833333333334,0.14407808017745924,0.5579624941127588
2000-01-01T03:36:24Z,2000-01-01T03:40:24Z,14.63923076923077,0.15051000305788906,0.580568016349369
2000-01-01T03:42:04Z,2000-01-01T03:45:44Z,14.840833333333332,0.1681240123614497,0.6489655071369826
2000-01-01T03:47:44Z,2000-01-01T03:55:04Z,14.281739130434783,0.14948152211487226,0.5758845640533309
2000-01-01T03:57:04Z,2000-01-01T04:00:04Z,14.249,0.07758169814844892,0.29885308128368404
2000-01-01T04:02:04Z,2000-01-01T04:04:44Z,14.067777777777778,0.08587676002573626,0.33059796235245303
